_id,HAPPENED_TIME,SWING_TYPE,HAND_TYPE,SPIN,BALL_SPEED,HEAVINESS,POSITION_X,POSITION_Y,L_PLAY_SESSION_ID,IS_HIT_FRAME
164,02-23-2023 01:07:18 PM,VOLLEY,FH,1961.35302734375,45.87226104736328,41.07109069824219,7.0,12.0,24,0
165,02-23-2023 01:07:19 PM,VOLLEY,BH,1065.175048828125,51.68332290649414,49.70690155029297,8.0,10.0,24,0
166,02-23-2023 01:07:20 PM,VOLLEY,BH,961.4464721679688,53.7982177734375,53.00107192993164,10.0,11.0,24,0
167,02-23-2023 01:07:21 PM,VOLLEY,BH,1064.298583984375,50.56542205810547,47.997859954833984,9.0,10.0,24,0
168,02-23-2023 01:07:22 PM,VOLLEY,FH,1876.81298828125,45.96666717529297,41.206417083740234,10.0,8.0,24,0
169,02-23-2023 01:07:24 PM,VOLLEY,FH,1812.544189453125,47.10612869262695,42.852867126464844,9.0,9.0,24,0
170,02-23-2023 01:07:25 PM,VOLLEY,FH,1662.9234619140625,47.89478302001953,44.006534576416016,9.0,11.0,24,0
171,02-23-2023 01:07:27 PM,VOLLEY,FH,1326.3087158203125,53.952598571777344,53.24462890625,10.0,10.0,24,0
172,02-23-2023 01:07:29 PM,VOLLEY,FH,1658.321044921875,50.56388854980469,47.99552536010742,9.0,9.0,24,0
173,02-23-2023 01:07:41 PM,VOLLEY,FH,1728.6624755859375,49.31345748901367,46.110599517822266,9.0,12.0,24,0
174,02-23-2023 01:07:42 PM,VOLLEY,BH,1254.7032470703125,54.95332336425781,54.83354949951172,10.0,10.0,24,0
175,02-23-2023 01:07:42 PM,VOLLEY,BH,1127.5386962890625,51.14375305175781,48.879207611083984,11.0,10.0,24,0
176,02-23-2023 01:07:43 PM,VOLLEY,BH,1071.4241943359375,51.344078063964844,49.1859016418457,7.0,10.0,24,0
177,02-23-2023 01:07:46 PM,VOLLEY,FH,1924.57861328125,49.276947021484375,46.05598831176758,10.0,11.0,24,0
178,02-23-2023 01:07:46 PM,SLICE,BH,1304.986572265625,57.63095474243164,59.170509338378906,10.0,11.0,24,0
179,02-23-2023 01:07:47 PM,VOLLEY,FH,1497.6568603515625,46.79115295410156,42.395328521728516,10.0,12.0,24,0
180,02-23-2023 01:07:48 PM,VOLLEY,BH,1057.6925048828125,51.70179748535156,49.73533630371094,8.0,10.0,24,0
181,02-23-2023 01:07:49 PM,VOLLEY,FH,1668.129150390625,45.62422180175781,40.716346740722656,9.0,12.0,24,0
182,02-23-2023 01:07:50 PM,VOLLEY,BH,1157.3472900390625,55.95505142211914,56.44154739379883,9.0,10.0,24,0
183,02-23-2023 01:07:51 PM,VOLLEY,FH,1577.1920166015625,49.61174011230469,46.55766296386719,9.0,13.0,24,0
184,02-23-2023 01:07:53 PM,VOLLEY,BH,1292.296142578125,51.5,49.425106048583984,9.0,10.0,24,0
185,02-23-2023 01:07:54 PM,VOLLEY,FH,1686.711669921875,48.76194763183594,45.28826904296875,8.0,13.0,24,0
186,02-23-2023 01:07:55 PM,VOLLEY,BH,1156.8411865234375,54.000885009765625,53.320892333984375,12.0,10.0,24,0
